IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.64.42.54,4,2,0.50,185.97,0.00
172.67.62.31,4,2,0.50,186.06,0.00
104.20.252.226,4,2,0.50,186.06,0.00
104.20.155.116,4,2,0.50,186.09,0.00
104.24.63.217,4,2,0.50,186.16,0.00
104.23.111.75,4,2,0.50,186.19,0.00
104.27.103.70,4,2,0.50,186.20,0.00
104.27.21.120,4,2,0.50,186.21,0.00
104.27.57.131,4,2,0.50,186.26,0.00
104.23.133.169,4,2,0.50,186.28,0.00
104.25.44.42,4,2,0.50,186.32,0.00
172.64.38.230,4,2,0.50,186.34,0.00
172.67.19.72,4,2,0.50,186.36,0.00
104.27.22.119,4,2,0.50,186.38,0.00
172.65.61.206,4,2,0.50,186.39,0.00
172.65.235.83,4,2,0.50,186.43,0.00
104.21.63.162,4,2,0.50,186.44,0.00
104.25.46.99,4,2,0.50,186.46,0.00
104.23.129.130,4,2,0.50,186.52,0.00
104.25.160.171,4,2,0.50,186.55,0.00
104.27.14.118,4,2,0.50,186.56,0.00
104.24.22.203,4,2,0.50,186.59,0.00
104.25.110.138,4,2,0.50,186.63,0.00
104.18.210.55,4,2,0.50,186.64,0.00
104.21.1.138,4,2,0.50,186.70,0.00
172.65.160.156,4,2,0.50,186.74,0.00
172.65.252.200,4,2,0.50,186.75,0.00
104.27.83.92,4,2,0.50,186.88,0.00
104.24.68.45,4,2,0.50,186.90,0.00
104.17.66.97,4,2,0.50,186.91,0.00
104.27.98.43,4,2,0.50,187.04,0.00
104.16.172.168,4,2,0.50,187.11,0.00
104.24.231.209,4,2,0.50,187.18,0.00
172.65.75.231,4,2,0.50,187.22,0.00
104.24.165.210,4,2,0.50,187.23,0.00
104.20.203.171,4,2,0.50,187.28,0.00
104.18.196.132,4,2,0.50,187.34,0.00
104.24.38.238,4,2,0.50,187.35,0.00
104.24.44.83,4,2,0.50,187.36,0.00
172.65.166.84,4,2,0.50,187.42,0.00
104.24.138.63,4,2,0.50,187.57,0.00
104.27.28.52,4,2,0.50,187.68,0.00
104.31.16.158,4,2,0.50,187.78,0.00
172.64.34.172,4,2,0.50,187.80,0.00
104.21.54.70,4,2,0.50,187.81,0.00
172.64.35.140,4,2,0.50,187.91,0.00
104.21.70.153,4,2,0.50,187.92,0.00
104.25.235.14,4,2,0.50,187.98,0.00
104.25.17.31,4,2,0.50,188.06,0.00
104.21.214.191,4,2,0.50,188.12,0.00
104.21.81.114,4,2,0.50,188.25,0.00
104.23.124.183,4,2,0.50,188.32,0.00
104.25.191.245,4,2,0.50,188.35,0.00
104.21.12.121,4,2,0.50,188.58,0.00
172.67.82.110,4,2,0.50,188.60,0.00
172.65.244.129,4,2,0.50,188.65,0.00
104.24.76.216,4,2,0.50,188.69,0.00
104.25.30.46,4,2,0.50,188.76,0.00
172.64.32.147,4,2,0.50,188.83,0.00
172.65.253.66,4,2,0.50,188.85,0.00
172.67.16.155,4,2,0.50,188.89,0.00
104.21.50.56,4,2,0.50,188.97,0.00
104.24.214.187,4,2,0.50,188.98,0.00
104.24.136.186,4,2,0.50,188.99,0.00
104.16.224.36,4,2,0.50,189.08,0.00
104.24.230.182,4,2,0.50,189.18,0.00
104.21.11.239,4,2,0.50,189.29,0.00
104.19.18.181,4,2,0.50,189.47,0.00
104.16.185.144,4,2,0.50,189.49,0.00
104.21.213.219,4,2,0.50,189.55,0.00
104.24.130.82,4,2,0.50,189.57,0.00
172.67.86.196,4,2,0.50,189.66,0.00
104.21.61.38,4,2,0.50,189.71,0.00
172.67.92.31,4,2,0.50,189.78,0.00
104.25.40.144,4,2,0.50,189.80,0.00
172.64.36.124,4,2,0.50,189.82,0.00
172.65.58.96,4,2,0.50,190.05,0.00
104.18.130.79,4,2,0.50,190.18,0.00
104.21.65.112,4,2,0.50,190.22,0.00
104.17.65.16,4,2,0.50,190.24,0.00
104.21.210.53,4,2,0.50,190.35,0.00
172.67.21.209,4,2,0.50,190.39,0.00
172.64.37.12,4,2,0.50,190.40,0.00
104.18.129.46,4,2,0.50,190.51,0.00
104.16.25.121,4,2,0.50,190.69,0.00
104.18.133.191,4,2,0.50,190.78,0.00
104.27.35.57,4,2,0.50,190.78,0.00
104.27.38.16,4,2,0.50,190.78,0.00
104.27.40.188,4,2,0.50,190.78,0.00
104.27.108.251,4,2,0.50,190.78,0.00
172.67.126.2,4,2,0.50,190.87,0.00
198.41.196.135,4,2,0.50,190.88,0.00
172.64.83.195,4,2,0.50,190.99,0.00
172.65.240.236,4,2,0.50,191.02,0.00
104.23.113.112,4,2,0.50,191.06,0.00
162.159.202.35,4,2,0.50,191.06,0.00
104.27.42.127,4,2,0.50,191.14,0.00
104.20.115.166,4,2,0.50,191.14,0.00
104.24.60.41,4,2,0.50,191.29,0.00
104.21.202.125,4,2,0.50,191.81,0.00
104.21.215.250,4,2,0.50,191.93,0.00
104.25.222.117,4,2,0.50,191.95,0.00
104.18.209.68,4,2,0.50,192.02,0.00
104.18.141.119,4,2,0.50,192.21,0.00
172.65.251.124,4,2,0.50,192.57,0.00
104.18.142.116,4,2,0.50,192.57,0.00
104.18.134.27,4,2,0.50,192.77,0.00
104.21.69.148,4,2,0.50,192.81,0.00
104.16.95.82,4,2,0.50,193.11,0.00
104.18.131.93,4,2,0.50,193.36,0.00
162.159.243.93,4,2,0.50,193.52,0.00
104.24.51.59,4,2,0.50,193.67,0.00
104.18.138.175,4,2,0.50,193.90,0.00
104.17.67.230,4,2,0.50,194.02,0.00
104.18.195.8,4,2,0.50,194.13,0.00
172.65.249.241,4,2,0.50,194.93,0.00
104.16.30.73,4,2,0.50,195.00,0.00
104.18.135.243,4,2,0.50,195.10,0.00
172.67.181.222,4,2,0.50,195.24,0.00
104.16.209.0,4,2,0.50,195.68,0.00
104.19.244.151,4,2,0.50,195.72,0.00
104.16.31.157,4,2,0.50,195.82,0.00
104.21.87.9,4,2,0.50,195.83,0.00
104.17.64.161,4,2,0.50,196.03,0.00
104.27.11.174,4,2,0.50,196.17,0.00
104.21.206.69,4,2,0.50,196.28,0.00
104.16.220.8,4,2,0.50,196.58,0.00
104.21.88.4,4,2,0.50,197.12,0.00
104.18.254.27,4,2,0.50,198.30,0.00
104.18.137.73,4,2,0.50,198.46,0.00
104.19.129.186,4,2,0.50,199.17,0.00
104.21.84.228,4,2,0.50,199.87,0.00
104.16.29.193,4,2,0.50,199.97,0.00
172.65.248.161,4,2,0.50,200.02,0.00
104.16.26.108,4,2,0.50,200.04,0.00
104.18.132.89,4,2,0.50,200.37,0.00
172.65.246.129,4,2,0.50,200.70,0.00
104.21.89.151,4,2,0.50,201.85,0.00
172.65.250.97,4,2,0.50,202.36,0.00
104.21.218.114,4,2,0.50,202.36,0.00
172.65.247.87,4,2,0.50,202.40,0.00
104.19.242.213,4,2,0.50,202.55,0.00
172.67.71.59,4,2,0.50,202.99,0.00
104.21.4.1,4,2,0.50,205.26,0.00
104.16.27.74,4,2,0.50,207.43,0.00
104.22.49.141,4,2,0.50,214.61,0.00
104.21.72.33,4,2,0.50,218.76,0.00
104.21.94.246,4,2,0.50,226.84,0.00
104.21.46.70,4,2,0.50,226.93,0.00
104.16.135.22,4,2,0.50,232.22,0.00
172.67.12.72,4,2,0.50,232.89,0.00
104.22.53.16,4,2,0.50,232.95,0.00
104.21.125.1,4,2,0.50,233.14,0.00
172.67.14.133,4,2,0.50,233.88,0.00
104.18.118.96,4,2,0.50,234.78,0.00
172.67.11.194,4,2,0.50,235.47,0.00
104.16.101.123,4,2,0.50,235.65,0.00
104.16.96.175,4,2,0.50,235.94,0.00
172.67.3.61,4,2,0.50,236.40,0.00
172.65.214.251,4,2,0.50,236.75,0.00
104.20.54.102,4,2,0.50,236.87,0.00
104.16.141.112,4,2,0.50,237.26,0.00
172.67.4.229,4,2,0.50,237.64,0.00
104.21.220.168,4,2,0.50,237.64,0.00
104.16.132.21,4,2,0.50,238.02,0.00
172.67.8.75,4,2,0.50,238.25,0.00
172.65.222.72,4,2,0.50,238.25,0.00
104.16.133.205,4,2,0.50,238.37,0.00
104.18.126.248,4,2,0.50,238.53,0.00
172.67.1.220,4,2,0.50,238.83,0.00
172.65.218.127,4,2,0.50,238.84,0.00
104.18.124.122,4,2,0.50,238.90,0.00
104.18.115.247,4,2,0.50,239.20,0.00
104.18.116.227,4,2,0.50,239.22,0.00
104.18.117.97,4,2,0.50,239.40,0.00
172.65.213.101,4,2,0.50,239.75,0.00
104.16.134.31,4,2,0.50,239.97,0.00
172.67.7.128,4,2,0.50,240.34,0.00
172.65.219.132,4,2,0.50,240.48,0.00
104.16.100.216,4,2,0.50,240.55,0.00
172.65.215.161,4,2,0.50,240.59,0.00
172.67.10.73,4,2,0.50,241.23,0.00
104.16.102.2,4,2,0.50,241.29,0.00
172.67.13.224,4,2,0.50,241.71,0.00
104.18.121.248,4,2,0.50,241.82,0.00
172.65.223.231,4,2,0.50,242.40,0.00
172.67.15.15,4,2,0.50,242.41,0.00
172.67.143.69,4,2,0.50,242.53,0.00
172.65.220.71,4,2,0.50,242.84,0.00
172.67.2.160,4,2,0.50,243.08,0.00
172.65.216.148,4,2,0.50,243.52,0.00
104.16.142.49,4,2,0.50,243.84,0.00
104.16.103.122,4,2,0.50,243.91,0.00
172.67.5.54,4,2,0.50,243.92,0.00
104.20.50.233,4,2,0.50,244.44,0.00
172.65.217.31,4,2,0.50,244.85,0.00
104.21.119.59,4,2,0.50,246.50,0.00
104.21.42.210,4,2,0.50,247.41,0.00
104.16.139.249,4,2,0.50,247.91,0.00
104.18.122.164,4,2,0.50,248.36,0.00
104.18.120.197,4,2,0.50,249.96,0.00
104.21.95.167,4,2,0.50,257.46,0.00
104.21.35.119,4,2,0.50,262.05,0.00
104.23.139.114,4,2,0.50,268.68,0.00
104.23.137.37,4,2,0.50,275.14,0.00
104.23.132.113,4,2,0.50,275.59,0.00
104.23.128.165,4,2,0.50,284.32,0.00
104.21.85.103,4,2,0.50,287.46,0.00
172.64.161.239,4,2,0.50,288.87,0.00
172.64.199.61,4,2,0.50,290.20,0.00
172.64.131.79,4,2,0.50,291.14,0.00
172.64.165.53,4,2,0.50,291.65,0.00
172.64.173.151,4,2,0.50,293.11,0.00
172.64.100.204,4,2,0.50,304.12,0.00
172.64.196.20,4,2,0.50,305.21,0.00
172.64.97.87,4,2,0.50,306.92,0.00
172.64.96.97,4,2,0.50,307.21,0.00
172.64.166.14,4,2,0.50,312.22,0.00
172.64.163.4,4,2,0.50,314.98,0.00
172.67.255.197,4,2,0.50,354.08,0.00
172.67.241.1,4,2,0.50,431.12,0.00
172.67.238.250,4,2,0.50,452.73,0.00
172.67.160.75,4,2,0.50,465.22,0.00
172.67.237.156,4,2,0.50,465.43,0.00
172.67.252.15,4,2,0.50,467.14,0.00
172.67.248.218,4,2,0.50,469.01,0.00
172.67.254.174,4,2,0.50,469.10,0.00
172.67.176.39,4,2,0.50,470.69,0.00
172.67.242.94,4,2,0.50,471.21,0.00
172.67.199.201,4,2,0.50,478.80,0.00
172.67.224.19,4,2,0.50,484.23,0.00
172.67.161.76,4,2,0.50,484.59,0.00
172.67.215.231,4,2,0.50,742.87,0.00
172.67.162.32,4,2,0.50,746.35,0.00
172.66.217.91,4,2,0.50,748.73,0.00
172.67.145.100,4,2,0.50,748.81,0.00
172.67.164.107,4,2,0.50,757.93,0.00
172.67.208.241,4,2,0.50,762.79,0.00
172.67.166.64,4,2,0.50,770.69,0.00
172.67.155.13,4,2,0.50,771.93,0.00
172.67.180.32,4,2,0.50,789.33,0.00
104.19.222.61,4,1,0.75,62.12,0.00
104.17.201.51,4,1,0.75,62.44,0.00
104.25.254.228,4,1,0.75,63.01,0.00
104.18.165.231,4,1,0.75,63.87,0.00
104.18.182.235,4,1,0.75,64.38,0.00
104.17.200.118,4,1,0.75,65.32,0.00
172.64.153.151,4,1,0.75,65.89,0.00
104.17.198.47,4,1,0.75,67.15,0.00
104.25.246.233,4,1,0.75,68.32,0.00
104.25.251.61,4,1,0.75,68.83,0.00
104.25.244.8,4,1,0.75,69.03,0.00
104.25.240.45,4,1,0.75,69.29,0.00
104.18.168.87,4,1,0.75,69.55,0.00
104.18.163.115,4,1,0.75,69.95,0.00
104.18.171.38,4,1,0.75,73.55,0.00
104.25.248.208,4,1,0.75,73.63,0.00
104.18.169.22,4,1,0.75,73.71,0.00
104.25.255.86,4,1,0.75,73.91,0.00
104.19.221.69,4,1,0.75,75.79,0.00
104.25.241.190,4,1,0.75,76.29,0.00
104.25.250.222,4,1,0.75,77.17,0.00
104.25.245.188,4,1,0.75,78.32,0.00
104.25.247.79,4,1,0.75,80.33,0.00
104.25.249.230,4,1,0.75,80.97,0.00
104.19.32.142,4,1,0.75,104.42,0.00
104.19.53.55,4,1,0.75,105.75,0.00
104.19.35.98,4,1,0.75,108.70,0.00
104.19.60.81,4,1,0.75,113.96,0.00
104.17.114.143,4,1,0.75,114.75,0.00
104.17.106.153,4,1,0.75,115.66,0.00
104.16.255.240,4,1,0.75,116.56,0.00
104.16.156.180,4,1,0.75,116.64,0.00
104.16.159.37,4,1,0.75,116.64,0.00
172.64.147.65,4,1,0.75,117.14,0.00
172.64.144.120,4,1,0.75,117.40,0.00
104.17.173.114,4,1,0.75,117.97,0.00
104.16.153.56,4,1,0.75,118.45,0.00
104.17.190.11,4,1,0.75,118.64,0.00
162.159.201.71,4,1,0.75,119.77,0.00
104.17.101.2,4,1,0.75,120.14,0.00
104.16.158.13,4,1,0.75,120.16,0.00
104.16.200.198,4,1,0.75,120.20,0.00
104.17.185.218,4,1,0.75,120.35,0.00
104.17.188.149,4,1,0.75,120.44,0.00
104.17.174.198,4,1,0.75,120.54,0.00
172.64.155.158,4,1,0.75,120.56,0.00
104.17.109.219,4,1,0.75,120.58,0.00
104.16.206.134,4,1,0.75,121.08,0.00
104.16.151.150,4,1,0.75,121.25,0.00
104.17.167.98,4,1,0.75,121.42,0.00
172.64.145.229,4,1,0.75,121.89,0.00
104.17.157.12,4,1,0.75,121.97,0.00
104.16.155.54,4,1,0.75,122.12,0.00
104.19.151.55,4,1,0.75,122.50,0.00
104.16.193.119,4,1,0.75,122.81,0.00
104.17.29.94,4,1,0.75,122.81,0.00
104.17.189.210,4,1,0.75,122.86,0.00
104.17.51.85,4,1,0.75,123.45,0.00
104.17.24.127,4,1,0.75,123.55,0.00
104.16.157.12,4,1,0.75,124.20,0.00
104.17.172.252,4,1,0.75,124.81,0.00
104.17.171.237,4,1,0.75,124.90,0.00
104.17.25.132,4,1,0.75,125.29,0.00
104.17.115.141,4,1,0.75,125.37,0.00
104.17.222.109,4,1,0.75,125.46,0.00
104.17.183.70,4,1,0.75,125.73,0.00
104.17.22.223,4,1,0.75,126.07,0.00
104.17.103.76,4,1,0.75,126.23,0.00
104.17.182.129,4,1,0.75,126.25,0.00
172.64.229.107,4,1,0.75,126.94,0.00
104.17.50.229,4,1,0.75,127.59,0.00
104.16.250.147,4,1,0.75,127.59,0.00
104.16.195.223,4,1,0.75,127.59,0.00
104.17.31.154,4,1,0.75,127.63,0.00
172.64.158.20,4,1,0.75,127.91,0.00
104.17.107.56,4,1,0.75,128.29,0.00
172.64.152.221,4,1,0.75,128.85,0.00
104.17.181.167,4,1,0.75,129.47,0.00
104.16.202.106,4,1,0.75,129.69,0.00
104.19.153.151,4,1,0.75,129.80,0.00
104.16.243.130,4,1,0.75,131.02,0.00
104.18.35.97,4,1,0.75,131.86,0.00
104.17.180.48,4,1,0.75,132.63,0.00
104.17.184.224,4,1,0.75,133.65,0.00
104.17.118.74,4,1,0.75,133.65,0.00
198.41.212.48,4,1,0.75,136.74,0.00
104.17.178.46,4,1,0.75,142.57,0.00
172.67.146.117,4,1,0.75,156.29,0.00
104.19.167.76,4,1,0.75,158.46,0.00
172.65.36.106,4,1,0.75,161.76,0.00
172.66.45.111,4,1,0.75,161.80,0.00
172.67.171.80,4,1,0.75,162.95,0.00
104.21.24.221,4,1,0.75,163.59,0.00
172.65.37.90,4,1,0.75,164.18,0.00
104.18.22.230,4,1,0.75,164.32,0.00
104.21.25.75,4,1,0.75,165.12,0.00
172.65.34.94,4,1,0.75,165.34,0.00
104.18.16.151,4,1,0.75,167.35,0.00
104.21.16.21,4,1,0.75,168.01,0.00
172.67.144.9,4,1,0.75,168.28,0.00
104.18.24.152,4,1,0.75,169.29,0.00
172.66.132.55,4,1,0.75,169.57,0.00
104.18.21.254,4,1,0.75,169.62,0.00
104.24.198.188,4,1,0.75,169.88,0.00
104.25.4.103,4,1,0.75,170.18,0.00
104.19.78.118,4,1,0.75,170.19,0.00
104.25.146.242,4,1,0.75,170.29,0.00
172.66.169.20,4,1,0.75,170.54,0.00
104.24.238.161,4,1,0.75,170.58,0.00
172.65.112.99,4,1,0.75,170.60,0.00
172.65.32.151,4,1,0.75,170.90,0.00
172.67.204.90,4,1,0.75,171.18,0.00
172.67.226.221,4,1,0.75,171.24,0.00
104.25.130.69,4,1,0.75,171.41,0.00
104.20.38.145,4,1,0.75,171.60,0.00
172.67.35.54,4,1,0.75,171.72,0.00
104.25.80.234,4,1,0.75,171.87,0.00
172.67.236.123,4,1,0.75,172.05,0.00
104.24.195.52,4,1,0.75,172.06,0.00
172.66.42.168,4,1,0.75,172.12,0.00
104.18.153.225,4,1,0.75,172.17,0.00
104.24.247.35,4,1,0.75,172.44,0.00
104.25.75.124,4,1,0.75,172.48,0.00
104.25.140.221,4,1,0.75,173.28,0.00
104.24.252.190,4,1,0.75,173.36,0.00
104.25.115.190,4,1,0.75,173.36,0.00
104.18.20.216,4,1,0.75,173.52,0.00
172.65.104.39,4,1,0.75,173.52,0.00
104.18.15.150,4,1,0.75,173.62,0.00
104.25.150.95,4,1,0.75,173.72,0.00
104.24.254.78,4,1,0.75,173.72,0.00
172.65.33.190,4,1,0.75,173.76,0.00
104.27.7.206,4,1,0.75,173.76,0.00
172.66.205.33,4,1,0.75,173.84,0.00
104.24.12.116,4,1,0.75,173.91,0.00
104.21.86.234,4,1,0.75,174.00,0.00
172.66.200.64,4,1,0.75,174.21,0.00
104.18.23.254,4,1,0.75,174.31,0.00
104.25.61.226,4,1,0.75,174.42,0.00
104.25.2.143,4,1,0.75,174.48,0.00
172.65.35.201,4,1,0.75,174.48,0.00
104.22.79.140,4,1,0.75,174.49,0.00
104.22.78.13,4,1,0.75,174.49,0.00
104.22.33.181,4,1,0.75,174.67,0.00
172.65.92.187,4,1,0.75,174.87,0.00
104.25.137.107,4,1,0.75,174.94,0.00
104.25.114.243,4,1,0.75,174.98,0.00
172.66.130.79,4,1,0.75,175.09,0.00
172.67.205.93,4,1,0.75,175.10,0.00
104.25.49.197,4,1,0.75,175.21,0.00
104.24.251.14,4,1,0.75,175.21,0.00
104.20.86.222,4,1,0.75,175.25,0.00
104.18.207.214,4,1,0.75,175.26,0.00
104.20.137.254,4,1,0.75,175.30,0.00
172.67.234.236,4,1,0.75,175.41,0.00
172.67.125.220,4,1,0.75,175.43,0.00
172.66.164.127,4,1,0.75,175.76,0.00
104.20.127.32,4,1,0.75,175.82,0.00
104.25.85.140,4,1,0.75,175.95,0.00
104.24.184.28,4,1,0.75,176.03,0.00
172.67.201.83,4,1,0.75,176.06,0.00
172.65.97.1,4,1,0.75,176.17,0.00
104.24.237.135,4,1,0.75,176.21,0.00
104.25.76.138,4,1,0.75,176.24,0.00
172.65.174.222,4,1,0.75,176.24,0.00
104.27.127.20,4,1,0.75,176.33,0.00
104.25.77.17,4,1,0.75,176.38,0.00
172.67.109.51,4,1,0.75,176.47,0.00
172.67.235.0,4,1,0.75,176.59,0.00
104.22.72.144,4,1,0.75,176.59,0.00
104.24.10.125,4,1,0.75,176.74,0.00
104.24.95.40,4,1,0.75,176.81,0.00
104.25.152.99,4,1,0.75,177.08,0.00
104.25.73.10,4,1,0.75,177.16,0.00
172.67.206.92,4,1,0.75,177.21,0.00
104.18.160.78,4,1,0.75,177.22,0.00
104.20.130.138,4,1,0.75,177.25,0.00
104.25.116.205,4,1,0.75,177.25,0.00
104.25.117.34,4,1,0.75,177.25,0.00
172.65.100.126,4,1,0.75,177.29,0.00
172.65.103.154,4,1,0.75,177.29,0.00
172.66.201.46,4,1,0.75,177.41,0.00
104.25.25.213,4,1,0.75,177.53,0.00
104.24.141.250,4,1,0.75,177.67,0.00
104.25.91.98,4,1,0.75,177.70,0.00
172.65.175.73,4,1,0.75,177.75,0.00
104.27.55.130,4,1,0.75,177.92,0.00
104.16.215.246,4,1,0.75,177.94,0.00
172.66.158.74,4,1,0.75,177.95,0.00
104.24.187.66,4,1,0.75,177.97,0.00
104.27.125.183,4,1,0.75,178.00,0.00
104.25.121.133,4,1,0.75,178.06,0.00
104.25.67.251,4,1,0.75,178.13,0.00
104.24.154.16,4,1,0.75,178.14,0.00
104.24.241.199,4,1,0.75,178.15,0.00
104.24.156.220,4,1,0.75,178.15,0.00
104.25.134.61,4,1,0.75,178.19,0.00
104.25.223.108,4,1,0.75,178.24,0.00
104.20.105.50,4,1,0.75,178.28,0.00
172.67.198.83,4,1,0.75,178.35,0.00
104.24.82.237,4,1,0.75,178.40,0.00
104.25.47.140,4,1,0.75,178.40,0.00
104.17.35.15,4,1,0.75,178.44,0.00
104.25.87.40,4,1,0.75,178.51,0.00
104.20.36.72,4,1,0.75,178.56,0.00
172.65.163.125,4,1,0.75,178.56,0.00
104.20.34.206,4,1,0.75,178.61,0.00
104.19.82.22,4,1,0.75,178.61,0.00
172.64.231.133,4,1,0.75,178.62,0.00
104.24.9.78,4,1,0.75,178.73,0.00
104.20.171.209,4,1,0.75,178.79,0.00
104.24.158.211,4,1,0.75,178.79,0.00
104.27.5.248,4,1,0.75,178.86,0.00
104.27.10.75,4,1,0.75,178.86,0.00
104.27.9.23,4,1,0.75,178.86,0.00
172.65.85.147,4,1,0.75,178.87,0.00
172.67.33.137,4,1,0.75,178.89,0.00
104.25.227.210,4,1,0.75,178.90,0.00
104.25.226.64,4,1,0.75,178.90,0.00
104.25.141.227,4,1,0.75,178.90,0.00
172.67.231.13,4,1,0.75,178.97,0.00
172.66.175.229,4,1,0.75,179.06,0.00
104.25.123.62,4,1,0.75,179.10,0.00
172.66.159.178,4,1,0.75,179.14,0.00
172.66.162.1,4,1,0.75,179.16,0.00
172.65.169.104,4,1,0.75,179.35,0.00
172.65.168.170,4,1,0.75,179.35,0.00
172.66.208.77,4,1,0.75,179.40,0.00
104.25.233.77,4,1,0.75,179.45,0.00
172.67.232.199,4,1,0.75,179.48,0.00
104.17.43.56,4,1,0.75,179.52,0.00
104.24.242.175,4,1,0.75,179.54,0.00
104.25.72.47,4,1,0.75,179.60,0.00
172.65.87.103,4,1,0.75,179.60,0.00
104.24.250.249,4,1,0.75,179.62,0.00
104.24.239.230,4,1,0.75,179.62,0.00
172.65.102.89,4,1,0.75,179.63,0.00
172.65.110.65,4,1,0.75,179.76,0.00
172.66.160.84,4,1,0.75,179.76,0.00
104.20.172.210,4,1,0.75,179.87,0.00
172.67.119.149,4,1,0.75,179.90,0.00
172.67.110.149,4,1,0.75,179.94,0.00
104.25.14.68,4,1,0.75,180.00,0.00
104.24.255.99,4,1,0.75,180.02,0.00
104.23.142.16,4,1,0.75,180.12,0.00
104.23.141.219,4,1,0.75,180.12,0.00
104.24.186.127,4,1,0.75,180.15,0.00
172.67.192.231,4,1,0.75,180.18,0.00
172.66.173.78,4,1,0.75,180.25,0.00
104.24.153.98,4,1,0.75,180.30,0.00
104.24.246.96,4,1,0.75,180.32,0.00
172.66.131.208,4,1,0.75,180.32,0.00
104.24.160.218,4,1,0.75,180.38,0.00
172.66.1.11,4,1,0.75,180.38,0.00
104.18.206.235,4,1,0.75,180.50,0.00
172.66.171.175,4,1,0.75,180.53,0.00
172.66.168.177,4,1,0.75,180.53,0.00
104.25.70.244,4,1,0.75,180.55,0.00
104.24.182.95,4,1,0.75,180.58,0.00
104.19.31.151,4,1,0.75,180.67,0.00
104.27.53.97,4,1,0.75,180.76,0.00
104.27.54.41,4,1,0.75,180.76,0.00
104.18.172.85,4,1,0.75,180.76,0.00
104.24.69.3,4,1,0.75,180.77,0.00
104.25.93.69,4,1,0.75,180.80,0.00
172.66.172.11,4,1,0.75,180.86,0.00
104.22.71.201,4,1,0.75,180.88,0.00
172.67.108.243,4,1,0.75,180.89,0.00
172.65.173.17,4,1,0.75,180.90,0.00
172.67.32.220,4,1,0.75,181.06,0.00
104.24.152.42,4,1,0.75,181.17,0.00
104.24.185.114,4,1,0.75,181.18,0.00
104.25.157.228,4,1,0.75,181.18,0.00
172.66.157.83,4,1,0.75,181.27,0.00
104.25.54.133,4,1,0.75,181.42,0.00
104.25.56.112,4,1,0.75,181.42,0.00
104.24.3.92,4,1,0.75,181.44,0.00
104.25.89.239,4,1,0.75,181.45,0.00
104.25.147.106,4,1,0.75,181.45,0.00
172.65.91.167,4,1,0.75,181.50,0.00
172.67.34.40,4,1,0.75,181.54,0.00
104.27.194.123,4,1,0.75,181.54,0.00
104.25.45.13,4,1,0.75,181.59,0.00
172.66.161.61,4,1,0.75,181.63,0.00
104.25.139.177,4,1,0.75,181.64,0.00
104.25.5.98,4,1,0.75,181.64,0.00
104.22.76.151,4,1,0.75,181.66,0.00
172.65.31.193,4,1,0.75,181.67,0.00
172.67.225.5,4,1,0.75,181.70,0.00
104.24.232.25,4,1,0.75,181.77,0.00
172.67.186.187,4,1,0.75,181.84,0.00
104.27.123.175,4,1,0.75,181.89,0.00
172.65.109.13,4,1,0.75,181.92,0.00
104.25.27.129,4,1,0.75,181.96,0.00
172.66.2.200,4,1,0.75,181.98,0.00
104.25.142.4,4,1,0.75,182.15,0.00
104.25.239.181,4,1,0.75,182.22,0.00
172.65.73.130,4,1,0.75,182.34,0.00
104.27.60.214,4,1,0.75,182.40,0.00
172.67.114.7,4,1,0.75,182.40,0.00
172.66.176.186,4,1,0.75,182.41,0.00
104.25.48.102,4,1,0.75,182.43,0.00
172.64.53.21,4,1,0.75,182.51,0.00
104.27.3.46,4,1,0.75,182.86,0.00
104.27.0.122,4,1,0.75,182.86,0.00
172.66.203.170,4,1,0.75,183.12,0.00
104.16.174.104,4,1,0.75,183.13,0.00
104.25.190.240,4,1,0.75,183.13,0.00
162.159.197.113,4,1,0.75,183.16,0.00
104.25.86.113,4,1,0.75,183.24,0.00
104.25.74.142,4,1,0.75,183.29,0.00
104.25.52.232,4,1,0.75,183.36,0.00
104.20.126.119,4,1,0.75,183.42,0.00
104.24.85.169,4,1,0.75,183.48,0.00
172.66.3.162,4,1,0.75,183.56,0.00
104.27.8.216,4,1,0.75,183.57,0.00
104.17.9.102,4,1,0.75,183.69,0.00
104.25.236.112,4,1,0.75,183.75,0.00
104.25.149.103,4,1,0.75,183.75,0.00
172.67.113.214,4,1,0.75,183.85,0.00
104.16.219.180,4,1,0.75,183.94,0.00
104.16.229.241,4,1,0.75,183.94,0.00
172.66.207.190,4,1,0.75,184.00,0.00
104.27.62.167,4,1,0.75,184.03,0.00
172.65.96.173,4,1,0.75,184.11,0.00
104.25.62.3,4,1,0.75,184.26,0.00
104.25.119.156,4,1,0.75,184.43,0.00
104.25.82.190,4,1,0.75,184.44,0.00
104.25.63.23,4,1,0.75,184.49,0.00
172.65.86.222,4,1,0.75,184.58,0.00
172.66.156.147,4,1,0.75,184.60,0.00
104.20.187.169,4,1,0.75,184.74,0.00
104.24.159.202,4,1,0.75,184.77,0.00
172.66.150.136,4,1,0.75,184.78,0.00
104.18.162.94,4,1,0.75,184.78,0.00
104.25.229.17,4,1,0.75,184.78,0.00
172.66.148.79,4,1,0.75,184.89,0.00
172.66.165.96,4,1,0.75,184.91,0.00
104.25.28.71,4,1,0.75,184.94,0.00
104.25.57.106,4,1,0.75,184.98,0.00
